SubBlock,BlockID,parameter,R0,R1,param_mask,reg_mask,defval_mask,param_minbit,reg_id
Top,0,EN_REF_BG,162,5,1,64,64,0,0
Top,0,EN_probe_pll,166,5,1,64,0,0,0
Top,0,ENpE,165,5,7,56,0,0,0
Top,0,ERROR_LIMIT_SC,166,5,7,14,4,0,0
Top,0,EdgeSel_T1,160,5,1,16,0,0,0
Top,0,FOLLOWER_PLL_EN,161,5,1,8,8,0,0
Top,0,INIT_D,164,5,31,62,0,0,0
Top,0,INIT_DAC_EN,164,5,1,1,0,0,0
Top,0,Pll_Locked_sc,166,5,1,32,0,0,0
Top,0,PreL1AOffset,160,5,3,192,0,0,0
Top,0,RunL,160,5,1,2,0,0,0
Top,0,RunR,160,5,1,1,0,0,0
Top,0,S,165,5,3,192,0,0,0
Top,0,TestMode,160,5,1,4,0,0,0
Top,0,VOUT_INIT_EN,162,5,1,128,0,0,0
Top,0,VOUT_INIT_EXT_D,162,5,31,62,0,0,0
Top,0,VOUT_INIT_EXT_EN,162,5,1,1,0,0,0
Top,0,b_in,169,5,255,255,0,0,0
Top,0,b_in,171,5,65280,255,0,8,1
Top,0,b_in,173,5,16711680,255,0,16,2
Top,0,b_in,175,5,4244635648,255,0,24,3
Top,0,b_out,168,5,255,255,0,0,0
Top,0,b_out,170,5,65280,255,0,8,1
Top,0,b_out,172,5,16711680,255,0,16,2
Top,0,b_out,174,5,2130706432,127,0,24,3
Top,0,err_countL,179,5,255,255,0,0,0
Top,0,err_countR,180,5,255,255,0,0,0
Top,0,fc_error_count,178,5,255,255,0,0,0
Top,0,in_inv_cmd_rx,160,5,1,32,0,0,0
Top,0,lock_count,177,5,255,255,0,0,0
Top,0,n_counter_rst,160,5,1,8,8,0,0
Top,0,phase_ck,167,5,15,15,0,0,0
Top,0,phase_strobe,167,5,15,240,0,0,0
Top,0,rcg_gain,164,5,3,192,0,0,0
Top,0,sel_40M_ext,161,5,1,32,0,0,0
Top,0,sel_error,161,5,1,64,0,0,0
Top,0,sel_lock,161,5,1,128,0,0,0
Top,0,sel_strobe_ext,161,5,1,16,0,0,0
Top,0,srout,174,5,1,128,0,0,0
Top,0,statusL,176,5,15,240,0,0,0
Top,0,statusR,176,5,15,15,0,0,0
calib,0,Adc_pedestal,140,10,255,255,0,0,0
calib,0,Channel_off,132,10,1,8,0,0,0
calib,0,DAC_CAL_CTDC_TOA,134,10,63,63,0,0,0
calib,0,DAC_CAL_CTDC_TOT,133,10,63,63,0,0,0
calib,0,DAC_CAL_FTDC_TOA,136,10,63,63,0,0,0
calib,0,DAC_CAL_FTDC_TOT,135,10,63,63,0,0,0
calib,0,DIS_TDC,138,10,1,128,0,0,0
calib,0,ExtData,139,10,768,3,0,8,0
calib,0,ExtData,141,10,255,255,0,0,1
calib,0,Gain_conv,128,10,3,192,0,0,0
calib,0,Gain_conv,142,10,4,128,0,2,1
calib,0,HZ_inv,134,10,1,128,0,0,0
calib,0,HZ_noinv,134,10,1,64,0,0,0
calib,0,HighRange,132,10,1,4,0,0,0
calib,0,IN_FTDC_ENCODER_TOA,137,10,63,63,0,0,0
calib,0,IN_FTDC_ENCODER_TOT,138,10,63,63,0,0,0
calib,0,Inputdac,128,10,63,63,0,0,0
calib,0,LowRange,132,10,1,2,0,0,0
calib,0,dacb,142,10,63,63,0,0,0
calib,0,mask_AlignBuffer,139,10,1,128,0,0,0
calib,0,mask_adc,133,10,1,128,0,0,0
calib,0,mask_toa,129,10,1,1,0,0,0
calib,0,mask_tot,132,10,1,32,0,0,0
calib,0,probe_inv,131,10,1,1,0,0,0
calib,0,probe_noinv,131,10,1,2,0,0,0
calib,0,probe_pa,132,10,1,1,0,0,0
calib,0,probe_toa,132,10,1,128,0,0,0
calib,0,probe_tot,132,10,1,64,0,0,0
calib,0,sel_trig_toa,129,10,1,2,0,0,0
calib,0,sel_trig_tot,132,10,1,16,0,0,0
calib,0,sign_dac,142,10,1,64,0,0,0
calib,0,trim_inv,131,10,63,252,0,0,0
calib,0,trim_toa,129,10,63,252,0,0,0
calib,0,trim_tot,130,10,63,252,0,0,0
calib,1,Adc_pedestal,204,4,255,255,0,0,0
calib,1,Channel_off,196,4,1,8,0,0,0
calib,1,DAC_CAL_CTDC_TOA,198,4,63,63,0,0,0
calib,1,DAC_CAL_CTDC_TOT,197,4,63,63,0,0,0
calib,1,DAC_CAL_FTDC_TOA,200,4,63,63,0,0,0
calib,1,DAC_CAL_FTDC_TOT,199,4,63,63,0,0,0
calib,1,DIS_TDC,202,4,1,128,0,0,0
calib,1,ExtData,203,4,768,3,0,8,0
calib,1,ExtData,205,4,255,255,0,0,1
calib,1,Gain_conv,192,4,3,192,0,0,0
calib,1,Gain_conv,206,4,4,128,0,2,1
calib,1,HZ_inv,198,4,1,128,0,0,0
calib,1,HZ_noinv,198,4,1,64,0,0,0
calib,1,HighRange,196,4,1,4,0,0,0
calib,1,IN_FTDC_ENCODER_TOA,201,4,63,63,0,0,0
calib,1,IN_FTDC_ENCODER_TOT,202,4,63,63,0,0,0
calib,1,Inputdac,192,4,63,63,0,0,0
calib,1,LowRange,196,4,1,2,0,0,0
calib,1,dacb,206,4,63,63,0,0,0
calib,1,mask_AlignBuffer,203,4,1,128,0,0,0
calib,1,mask_adc,197,4,1,128,0,0,0
calib,1,mask_toa,193,4,1,1,0,0,0
calib,1,mask_tot,196,4,1,32,0,0,0
calib,1,probe_inv,195,4,1,1,0,0,0
calib,1,probe_noinv,195,4,1,2,0,0,0
calib,1,probe_pa,196,4,1,1,0,0,0
calib,1,probe_toa,196,4,1,128,0,0,0
calib,1,probe_tot,196,4,1,64,0,0,0
calib,1,sel_trig_toa,193,4,1,2,0,0,0
calib,1,sel_trig_tot,196,4,1,16,0,0,0
calib,1,sign_dac,206,4,1,64,0,0,0
calib,1,trim_inv,195,4,63,252,0,0,0
calib,1,trim_toa,193,4,63,252,0,0,0
calib,1,trim_tot,194,4,63,252,0,0,0
ch,0,Adc_pedestal,12,6,255,255,0,0,0
ch,0,Channel_off,4,6,1,8,0,0,0
ch,0,DAC_CAL_CTDC_TOA,6,6,63,63,0,0,0
ch,0,DAC_CAL_CTDC_TOT,5,6,63,63,0,0,0
ch,0,DAC_CAL_FTDC_TOA,8,6,63,63,0,0,0
ch,0,DAC_CAL_FTDC_TOT,7,6,63,63,0,0,0
ch,0,DIS_TDC,10,6,1,128,0,0,0
ch,0,ExtData,11,6,768,3,0,8,0
ch,0,ExtData,13,6,255,255,0,0,1
ch,0,Gain_conv,0,6,3,192,0,0,0
ch,0,Gain_conv,14,6,4,128,0,2,1
ch,0,HZ_inv,6,6,1,128,0,0,0
ch,0,HZ_noinv,6,6,1,64,0,0,0
ch,0,HighRange,4,6,1,4,0,0,0
ch,0,IN_FTDC_ENCODER_TOA,9,6,63,63,0,0,0
ch,0,IN_FTDC_ENCODER_TOT,10,6,63,63,0,0,0
ch,0,Inputdac,0,6,63,63,0,0,0
ch,0,LowRange,4,6,1,2,0,0,0
ch,0,dacb,14,6,63,63,0,0,0
ch,0,mask_AlignBuffer,11,6,1,128,0,0,0
ch,0,mask_adc,5,6,1,128,0,0,0
ch,0,mask_toa,1,6,1,1,0,0,0
ch,0,mask_tot,4,6,1,32,0,0,0
ch,0,probe_inv,3,6,1,1,0,0,0
ch,0,probe_noinv,3,6,1,2,0,0,0
ch,0,probe_pa,4,6,1,1,0,0,0
ch,0,probe_toa,4,6,1,128,0,0,0
ch,0,probe_tot,4,6,1,64,0,0,0
ch,0,sel_trig_toa,1,6,1,2,0,0,0
ch,0,sel_trig_tot,4,6,1,16,0,0,0
ch,0,sign_dac,14,6,1,64,0,0,0
ch,0,trim_inv,3,6,63,252,0,0,0
ch,0,trim_toa,1,6,63,252,0,0,0
ch,0,trim_tot,2,6,63,252,0,0,0
ch,1,Adc_pedestal,44,6,255,255,0,0,0
ch,1,Channel_off,36,6,1,8,0,0,0
ch,1,DAC_CAL_CTDC_TOA,38,6,63,63,0,0,0
ch,1,DAC_CAL_CTDC_TOT,37,6,63,63,0,0,0
ch,1,DAC_CAL_FTDC_TOA,40,6,63,63,0,0,0
ch,1,DAC_CAL_FTDC_TOT,39,6,63,63,0,0,0
ch,1,DIS_TDC,42,6,1,128,0,0,0
ch,1,ExtData,43,6,768,3,0,8,0
ch,1,ExtData,45,6,255,255,0,0,1
ch,1,Gain_conv,32,6,3,192,0,0,0
ch,1,Gain_conv,46,6,4,128,0,2,1
ch,1,HZ_inv,38,6,1,128,0,0,0
ch,1,HZ_noinv,38,6,1,64,0,0,0
ch,1,HighRange,36,6,1,4,0,0,0
ch,1,IN_FTDC_ENCODER_TOA,41,6,63,63,0,0,0
ch,1,IN_FTDC_ENCODER_TOT,42,6,63,63,0,0,0
ch,1,Inputdac,32,6,63,63,0,0,0
ch,1,LowRange,36,6,1,2,0,0,0
ch,1,dacb,46,6,63,63,0,0,0
ch,1,mask_AlignBuffer,43,6,1,128,0,0,0
ch,1,mask_adc,37,6,1,128,0,0,0
ch,1,mask_toa,33,6,1,1,0,0,0
ch,1,mask_tot,36,6,1,32,0,0,0
ch,1,probe_inv,35,6,1,1,0,0,0
ch,1,probe_noinv,35,6,1,2,0,0,0
ch,1,probe_pa,36,6,1,1,0,0,0
ch,1,probe_toa,36,6,1,128,0,0,0
ch,1,probe_tot,36,6,1,64,0,0,0
ch,1,sel_trig_toa,33,6,1,2,0,0,0
ch,1,sel_trig_tot,36,6,1,16,0,0,0
ch,1,sign_dac,46,6,1,64,0,0,0
ch,1,trim_inv,35,6,63,252,0,0,0
ch,1,trim_toa,33,6,63,252,0,0,0
ch,1,trim_tot,34,6,63,252,0,0,0
ch,2,Adc_pedestal,76,6,255,255,0,0,0
ch,2,Channel_off,68,6,1,8,0,0,0
ch,2,DAC_CAL_CTDC_TOA,70,6,63,63,0,0,0
ch,2,DAC_CAL_CTDC_TOT,69,6,63,63,0,0,0
ch,2,DAC_CAL_FTDC_TOA,72,6,63,63,0,0,0
ch,2,DAC_CAL_FTDC_TOT,71,6,63,63,0,0,0
ch,2,DIS_TDC,74,6,1,128,0,0,0
ch,2,ExtData,75,6,768,3,0,8,0
ch,2,ExtData,77,6,255,255,0,0,1
ch,2,Gain_conv,64,6,3,192,0,0,0
ch,2,Gain_conv,78,6,4,128,0,2,1
ch,2,HZ_inv,70,6,1,128,0,0,0
ch,2,HZ_noinv,70,6,1,64,0,0,0
ch,2,HighRange,68,6,1,4,0,0,0
ch,2,IN_FTDC_ENCODER_TOA,73,6,63,63,0,0,0
ch,2,IN_FTDC_ENCODER_TOT,74,6,63,63,0,0,0
ch,2,Inputdac,64,6,63,63,0,0,0
ch,2,LowRange,68,6,1,2,0,0,0
ch,2,dacb,78,6,63,63,0,0,0
ch,2,mask_AlignBuffer,75,6,1,128,0,0,0
ch,2,mask_adc,69,6,1,128,0,0,0
ch,2,mask_toa,65,6,1,1,0,0,0
ch,2,mask_tot,68,6,1,32,0,0,0
ch,2,probe_inv,67,6,1,1,0,0,0
ch,2,probe_noinv,67,6,1,2,0,0,0
ch,2,probe_pa,68,6,1,1,0,0,0
ch,2,probe_toa,68,6,1,128,0,0,0
ch,2,probe_tot,68,6,1,64,0,0,0
ch,2,sel_trig_toa,65,6,1,2,0,0,0
ch,2,sel_trig_tot,68,6,1,16,0,0,0
ch,2,sign_dac,78,6,1,64,0,0,0
ch,2,trim_inv,67,6,63,252,0,0,0
ch,2,trim_toa,65,6,63,252,0,0,0
ch,2,trim_tot,66,6,63,252,0,0,0
ch,3,Adc_pedestal,108,6,255,255,0,0,0
ch,3,Channel_off,100,6,1,8,0,0,0
ch,3,DAC_CAL_CTDC_TOA,102,6,63,63,0,0,0
ch,3,DAC_CAL_CTDC_TOT,101,6,63,63,0,0,0
ch,3,DAC_CAL_FTDC_TOA,104,6,63,63,0,0,0
ch,3,DAC_CAL_FTDC_TOT,103,6,63,63,0,0,0
ch,3,DIS_TDC,106,6,1,128,0,0,0
ch,3,ExtData,107,6,768,3,0,8,0
ch,3,ExtData,109,6,255,255,0,0,1
ch,3,Gain_conv,96,6,3,192,0,0,0
ch,3,Gain_conv,110,6,4,128,0,2,1
ch,3,HZ_inv,102,6,1,128,0,0,0
ch,3,HZ_noinv,102,6,1,64,0,0,0
ch,3,HighRange,100,6,1,4,0,0,0
ch,3,IN_FTDC_ENCODER_TOA,105,6,63,63,0,0,0
ch,3,IN_FTDC_ENCODER_TOT,106,6,63,63,0,0,0
ch,3,Inputdac,96,6,63,63,0,0,0
ch,3,LowRange,100,6,1,2,0,0,0
ch,3,dacb,110,6,63,63,0,0,0
ch,3,mask_AlignBuffer,107,6,1,128,0,0,0
ch,3,mask_adc,101,6,1,128,0,0,0
ch,3,mask_toa,97,6,1,1,0,0,0
ch,3,mask_tot,100,6,1,32,0,0,0
ch,3,probe_inv,99,6,1,1,0,0,0
ch,3,probe_noinv,99,6,1,2,0,0,0
ch,3,probe_pa,100,6,1,1,0,0,0
ch,3,probe_toa,100,6,1,128,0,0,0
ch,3,probe_tot,100,6,1,64,0,0,0
ch,3,sel_trig_toa,97,6,1,2,0,0,0
ch,3,sel_trig_tot,100,6,1,16,0,0,0
ch,3,sign_dac,110,6,1,64,0,0,0
ch,3,trim_inv,99,6,63,252,0,0,0
ch,3,trim_toa,97,6,63,252,0,0,0
ch,3,trim_tot,98,6,63,252,0,0,0
ch,4,Adc_pedestal,140,6,255,255,0,0,0
ch,4,Channel_off,132,6,1,8,0,0,0
ch,4,DAC_CAL_CTDC_TOA,134,6,63,63,0,0,0
ch,4,DAC_CAL_CTDC_TOT,133,6,63,63,0,0,0
ch,4,DAC_CAL_FTDC_TOA,136,6,63,63,0,0,0
ch,4,DAC_CAL_FTDC_TOT,135,6,63,63,0,0,0
ch,4,DIS_TDC,138,6,1,128,0,0,0
ch,4,ExtData,139,6,768,3,0,8,0
ch,4,ExtData,141,6,255,255,0,0,1
ch,4,Gain_conv,128,6,3,192,0,0,0
ch,4,Gain_conv,142,6,4,128,0,2,1
ch,4,HZ_inv,134,6,1,128,0,0,0
ch,4,HZ_noinv,134,6,1,64,0,0,0
ch,4,HighRange,132,6,1,4,0,0,0
ch,4,IN_FTDC_ENCODER_TOA,137,6,63,63,0,0,0
ch,4,IN_FTDC_ENCODER_TOT,138,6,63,63,0,0,0
ch,4,Inputdac,128,6,63,63,0,0,0
ch,4,LowRange,132,6,1,2,0,0,0
ch,4,dacb,142,6,63,63,0,0,0
ch,4,mask_AlignBuffer,139,6,1,128,0,0,0
ch,4,mask_adc,133,6,1,128,0,0,0
ch,4,mask_toa,129,6,1,1,0,0,0
ch,4,mask_tot,132,6,1,32,0,0,0
ch,4,probe_inv,131,6,1,1,0,0,0
ch,4,probe_noinv,131,6,1,2,0,0,0
ch,4,probe_pa,132,6,1,1,0,0,0
ch,4,probe_toa,132,6,1,128,0,0,0
ch,4,probe_tot,132,6,1,64,0,0,0
ch,4,sel_trig_toa,129,6,1,2,0,0,0
ch,4,sel_trig_tot,132,6,1,16,0,0,0
ch,4,sign_dac,142,6,1,64,0,0,0
ch,4,trim_inv,131,6,63,252,0,0,0
ch,4,trim_toa,129,6,63,252,0,0,0
ch,4,trim_tot,130,6,63,252,0,0,0
ch,5,Adc_pedestal,172,6,255,255,0,0,0
ch,5,Channel_off,164,6,1,8,0,0,0
ch,5,DAC_CAL_CTDC_TOA,166,6,63,63,0,0,0
ch,5,DAC_CAL_CTDC_TOT,165,6,63,63,0,0,0
ch,5,DAC_CAL_FTDC_TOA,168,6,63,63,0,0,0
ch,5,DAC_CAL_FTDC_TOT,167,6,63,63,0,0,0
ch,5,DIS_TDC,170,6,1,128,0,0,0
ch,5,ExtData,171,6,768,3,0,8,0
ch,5,ExtData,173,6,255,255,0,0,1
ch,5,Gain_conv,160,6,3,192,0,0,0
ch,5,Gain_conv,174,6,4,128,0,2,1
ch,5,HZ_inv,166,6,1,128,0,0,0
ch,5,HZ_noinv,166,6,1,64,0,0,0
ch,5,HighRange,164,6,1,4,0,0,0
ch,5,IN_FTDC_ENCODER_TOA,169,6,63,63,0,0,0
ch,5,IN_FTDC_ENCODER_TOT,170,6,63,63,0,0,0
ch,5,Inputdac,160,6,63,63,0,0,0
ch,5,LowRange,164,6,1,2,0,0,0
ch,5,dacb,174,6,63,63,0,0,0
ch,5,mask_AlignBuffer,171,6,1,128,0,0,0
ch,5,mask_adc,165,6,1,128,0,0,0
ch,5,mask_toa,161,6,1,1,0,0,0
ch,5,mask_tot,164,6,1,32,0,0,0
ch,5,probe_inv,163,6,1,1,0,0,0
ch,5,probe_noinv,163,6,1,2,0,0,0
ch,5,probe_pa,164,6,1,1,0,0,0
ch,5,probe_toa,164,6,1,128,0,0,0
ch,5,probe_tot,164,6,1,64,0,0,0
ch,5,sel_trig_toa,161,6,1,2,0,0,0
ch,5,sel_trig_tot,164,6,1,16,0,0,0
ch,5,sign_dac,174,6,1,64,0,0,0
ch,5,trim_inv,163,6,63,252,0,0,0
ch,5,trim_toa,161,6,63,252,0,0,0
ch,5,trim_tot,162,6,63,252,0,0,0
ch,6,Adc_pedestal,204,6,255,255,0,0,0
ch,6,Channel_off,196,6,1,8,0,0,0
ch,6,DAC_CAL_CTDC_TOA,198,6,63,63,0,0,0
ch,6,DAC_CAL_CTDC_TOT,197,6,63,63,0,0,0
ch,6,DAC_CAL_FTDC_TOA,200,6,63,63,0,0,0
ch,6,DAC_CAL_FTDC_TOT,199,6,63,63,0,0,0
ch,6,DIS_TDC,202,6,1,128,0,0,0
ch,6,ExtData,203,6,768,3,0,8,0
ch,6,ExtData,205,6,255,255,0,0,1
ch,6,Gain_conv,192,6,3,192,0,0,0
ch,6,Gain_conv,206,6,4,128,0,2,1
ch,6,HZ_inv,198,6,1,128,0,0,0
ch,6,HZ_noinv,198,6,1,64,0,0,0
ch,6,HighRange,196,6,1,4,0,0,0
ch,6,IN_FTDC_ENCODER_TOA,201,6,63,63,0,0,0
ch,6,IN_FTDC_ENCODER_TOT,202,6,63,63,0,0,0
ch,6,Inputdac,192,6,63,63,0,0,0
ch,6,LowRange,196,6,1,2,0,0,0
ch,6,dacb,206,6,63,63,0,0,0
ch,6,mask_AlignBuffer,203,6,1,128,0,0,0
ch,6,mask_adc,197,6,1,128,0,0,0
ch,6,mask_toa,193,6,1,1,0,0,0
ch,6,mask_tot,196,6,1,32,0,0,0
ch,6,probe_inv,195,6,1,1,0,0,0
ch,6,probe_noinv,195,6,1,2,0,0,0
ch,6,probe_pa,196,6,1,1,0,0,0
ch,6,probe_toa,196,6,1,128,0,0,0
ch,6,probe_tot,196,6,1,64,0,0,0
ch,6,sel_trig_toa,193,6,1,2,0,0,0
ch,6,sel_trig_tot,196,6,1,16,0,0,0
ch,6,sign_dac,206,6,1,64,0,0,0
ch,6,trim_inv,195,6,63,252,0,0,0
ch,6,trim_toa,193,6,63,252,0,0,0
ch,6,trim_tot,194,6,63,252,0,0,0
ch,7,Adc_pedestal,236,6,255,255,0,0,0
ch,7,Channel_off,228,6,1,8,0,0,0
ch,7,DAC_CAL_CTDC_TOA,230,6,63,63,0,0,0
ch,7,DAC_CAL_CTDC_TOT,229,6,63,63,0,0,0
ch,7,DAC_CAL_FTDC_TOA,232,6,63,63,0,0,0
ch,7,DAC_CAL_FTDC_TOT,231,6,63,63,0,0,0
ch,7,DIS_TDC,234,6,1,128,0,0,0
ch,7,ExtData,235,6,768,3,0,8,0
ch,7,ExtData,237,6,255,255,0,0,1
ch,7,Gain_conv,224,6,3,192,0,0,0
ch,7,Gain_conv,238,6,4,128,0,2,1
ch,7,HZ_inv,230,6,1,128,0,0,0
ch,7,HZ_noinv,230,6,1,64,0,0,0
ch,7,HighRange,228,6,1,4,0,0,0
ch,7,IN_FTDC_ENCODER_TOA,233,6,63,63,0,0,0
ch,7,IN_FTDC_ENCODER_TOT,234,6,63,63,0,0,0
ch,7,Inputdac,224,6,63,63,0,0,0
ch,7,LowRange,228,6,1,2,0,0,0
ch,7,dacb,238,6,63,63,0,0,0
ch,7,mask_AlignBuffer,235,6,1,128,0,0,0
ch,7,mask_adc,229,6,1,128,0,0,0
ch,7,mask_toa,225,6,1,1,0,0,0
ch,7,mask_tot,228,6,1,32,0,0,0
ch,7,probe_inv,227,6,1,1,0,0,0
ch,7,probe_noinv,227,6,1,2,0,0,0
ch,7,probe_pa,228,6,1,1,0,0,0
ch,7,probe_toa,228,6,1,128,0,0,0
ch,7,probe_tot,228,6,1,64,0,0,0
ch,7,sel_trig_toa,225,6,1,2,0,0,0
ch,7,sel_trig_tot,228,6,1,16,0,0,0
ch,7,sign_dac,238,6,1,64,0,0,0
ch,7,trim_inv,227,6,63,252,0,0,0
ch,7,trim_toa,225,6,63,252,0,0,0
ch,7,trim_tot,226,6,63,252,0,0,0
ch,8,Adc_pedestal,12,7,255,255,0,0,0
ch,8,Channel_off,4,7,1,8,0,0,0
ch,8,DAC_CAL_CTDC_TOA,6,7,63,63,0,0,0
ch,8,DAC_CAL_CTDC_TOT,5,7,63,63,0,0,0
ch,8,DAC_CAL_FTDC_TOA,8,7,63,63,0,0,0
ch,8,DAC_CAL_FTDC_TOT,7,7,63,63,0,0,0
ch,8,DIS_TDC,10,7,1,128,0,0,0
ch,8,ExtData,11,7,768,3,0,8,0
ch,8,ExtData,13,7,255,255,0,0,1
ch,8,Gain_conv,0,7,3,192,0,0,0
ch,8,Gain_conv,14,7,4,128,0,2,1
ch,8,HZ_inv,6,7,1,128,0,0,0
ch,8,HZ_noinv,6,7,1,64,0,0,0
ch,8,HighRange,4,7,1,4,0,0,0
ch,8,IN_FTDC_ENCODER_TOA,9,7,63,63,0,0,0
ch,8,IN_FTDC_ENCODER_TOT,10,7,63,63,0,0,0
ch,8,Inputdac,0,7,63,63,0,0,0
ch,8,LowRange,4,7,1,2,0,0,0
ch,8,dacb,14,7,63,63,0,0,0
ch,8,mask_AlignBuffer,11,7,1,128,0,0,0
ch,8,mask_adc,5,7,1,128,0,0,0
ch,8,mask_toa,1,7,1,1,0,0,0
ch,8,mask_tot,4,7,1,32,0,0,0
ch,8,probe_inv,3,7,1,1,0,0,0
ch,8,probe_noinv,3,7,1,2,0,0,0
ch,8,probe_pa,4,7,1,1,0,0,0
ch,8,probe_toa,4,7,1,128,0,0,0
ch,8,probe_tot,4,7,1,64,0,0,0
ch,8,sel_trig_toa,1,7,1,2,0,0,0
ch,8,sel_trig_tot,4,7,1,16,0,0,0
ch,8,sign_dac,14,7,1,64,0,0,0
ch,8,trim_inv,3,7,63,252,0,0,0
ch,8,trim_toa,1,7,63,252,0,0,0
ch,8,trim_tot,2,7,63,252,0,0,0
ch,9,Adc_pedestal,44,7,255,255,0,0,0
ch,9,Channel_off,36,7,1,8,0,0,0
ch,9,DAC_CAL_CTDC_TOA,38,7,63,63,0,0,0
ch,9,DAC_CAL_CTDC_TOT,37,7,63,63,0,0,0
ch,9,DAC_CAL_FTDC_TOA,40,7,63,63,0,0,0
ch,9,DAC_CAL_FTDC_TOT,39,7,63,63,0,0,0
ch,9,DIS_TDC,42,7,1,128,0,0,0
ch,9,ExtData,43,7,768,3,0,8,0
ch,9,ExtData,45,7,255,255,0,0,1
ch,9,Gain_conv,32,7,3,192,0,0,0
ch,9,Gain_conv,46,7,4,128,0,2,1
ch,9,HZ_inv,38,7,1,128,0,0,0
ch,9,HZ_noinv,38,7,1,64,0,0,0
ch,9,HighRange,36,7,1,4,0,0,0
ch,9,IN_FTDC_ENCODER_TOA,41,7,63,63,0,0,0
ch,9,IN_FTDC_ENCODER_TOT,42,7,63,63,0,0,0
ch,9,Inputdac,32,7,63,63,0,0,0
ch,9,LowRange,36,7,1,2,0,0,0
ch,9,dacb,46,7,63,63,0,0,0
ch,9,mask_AlignBuffer,43,7,1,128,0,0,0
ch,9,mask_adc,37,7,1,128,0,0,0
ch,9,mask_toa,33,7,1,1,0,0,0
ch,9,mask_tot,36,7,1,32,0,0,0
ch,9,probe_inv,35,7,1,1,0,0,0
ch,9,probe_noinv,35,7,1,2,0,0,0
ch,9,probe_pa,36,7,1,1,0,0,0
ch,9,probe_toa,36,7,1,128,0,0,0
ch,9,probe_tot,36,7,1,64,0,0,0
ch,9,sel_trig_toa,33,7,1,2,0,0,0
ch,9,sel_trig_tot,36,7,1,16,0,0,0
ch,9,sign_dac,46,7,1,64,0,0,0
ch,9,trim_inv,35,7,63,252,0,0,0
ch,9,trim_toa,33,7,63,252,0,0,0
ch,9,trim_tot,34,7,63,252,0,0,0
ch,10,Adc_pedestal,76,7,255,255,0,0,0
ch,10,Channel_off,68,7,1,8,0,0,0
ch,10,DAC_CAL_CTDC_TOA,70,7,63,63,0,0,0
ch,10,DAC_CAL_CTDC_TOT,69,7,63,63,0,0,0
ch,10,DAC_CAL_FTDC_TOA,72,7,63,63,0,0,0
ch,10,DAC_CAL_FTDC_TOT,71,7,63,63,0,0,0
ch,10,DIS_TDC,74,7,1,128,0,0,0
ch,10,ExtData,75,7,768,3,0,8,0
ch,10,ExtData,77,7,255,255,0,0,1
ch,10,Gain_conv,64,7,3,192,0,0,0
ch,10,Gain_conv,78,7,4,128,0,2,1
ch,10,HZ_inv,70,7,1,128,0,0,0
ch,10,HZ_noinv,70,7,1,64,0,0,0
ch,10,HighRange,68,7,1,4,0,0,0
ch,10,IN_FTDC_ENCODER_TOA,73,7,63,63,0,0,0
ch,10,IN_FTDC_ENCODER_TOT,74,7,63,63,0,0,0
ch,10,Inputdac,64,7,63,63,0,0,0
ch,10,LowRange,68,7,1,2,0,0,0
ch,10,dacb,78,7,63,63,0,0,0
ch,10,mask_AlignBuffer,75,7,1,128,0,0,0
ch,10,mask_adc,69,7,1,128,0,0,0
ch,10,mask_toa,65,7,1,1,0,0,0
ch,10,mask_tot,68,7,1,32,0,0,0
ch,10,probe_inv,67,7,1,1,0,0,0
ch,10,probe_noinv,67,7,1,2,0,0,0
ch,10,probe_pa,68,7,1,1,0,0,0
ch,10,probe_toa,68,7,1,128,0,0,0
ch,10,probe_tot,68,7,1,64,0,0,0
ch,10,sel_trig_toa,65,7,1,2,0,0,0
ch,10,sel_trig_tot,68,7,1,16,0,0,0
ch,10,sign_dac,78,7,1,64,0,0,0
ch,10,trim_inv,67,7,63,252,0,0,0
ch,10,trim_toa,65,7,63,252,0,0,0
ch,10,trim_tot,66,7,63,252,0,0,0
ch,11,Adc_pedestal,108,7,255,255,0,0,0
ch,11,Channel_off,100,7,1,8,0,0,0
ch,11,DAC_CAL_CTDC_TOA,102,7,63,63,0,0,0
ch,11,DAC_CAL_CTDC_TOT,101,7,63,63,0,0,0
ch,11,DAC_CAL_FTDC_TOA,104,7,63,63,0,0,0
ch,11,DAC_CAL_FTDC_TOT,103,7,63,63,0,0,0
ch,11,DIS_TDC,106,7,1,128,0,0,0
ch,11,ExtData,107,7,768,3,0,8,0
ch,11,ExtData,109,7,255,255,0,0,1
ch,11,Gain_conv,96,7,3,192,0,0,0
ch,11,Gain_conv,110,7,4,128,0,2,1
ch,11,HZ_inv,102,7,1,128,0,0,0
ch,11,HZ_noinv,102,7,1,64,0,0,0
ch,11,HighRange,100,7,1,4,0,0,0
ch,11,IN_FTDC_ENCODER_TOA,105,7,63,63,0,0,0
ch,11,IN_FTDC_ENCODER_TOT,106,7,63,63,0,0,0
ch,11,Inputdac,96,7,63,63,0,0,0
ch,11,LowRange,100,7,1,2,0,0,0
ch,11,dacb,110,7,63,63,0,0,0
ch,11,mask_AlignBuffer,107,7,1,128,0,0,0
ch,11,mask_adc,101,7,1,128,0,0,0
ch,11,mask_toa,97,7,1,1,0,0,0
ch,11,mask_tot,100,7,1,32,0,0,0
ch,11,probe_inv,99,7,1,1,0,0,0
ch,11,probe_noinv,99,7,1,2,0,0,0
